Metric,Value
Episodes,200000
Wins,23937
Win Rate,12.00%
Boss Kills,23937
axe,75091
books,70291
wand,62055
whip,69175
,
Episode,Reward
1991,307.3
1992,-74.5
1993,-57.6
1994,-48.6
1995,7.9
1996,7.3
1997,-72.7
1998,59.9
1999,154.2
2000,238
2001,201.1
2002,-54.9
2003,-138.1
2004,8.5
2005,-47.9
2006,-97.9
2007,-54.2
2008,859.7
2009,-85.6
2010,-39.5
2011,280.6
2012,3
2013,39.8
2014,-77.9
2015,-100.2
2016,-68
2017,244.7
2018,98.2
2019,-31
2020,31.6
2021,-2.6
2022,-127.9
2023,103.3
2024,-35
2025,-64.6
2026,-16.9
2027,-68
2028,60.2
2029,-69.8
2030,5.3
2031,-32.7
2032,-103.3
2033,286.1
2034,-14.3
2035,-65
2036,20.1
2037,-99.5
2038,367.8
2039,-55.8
2040,286.1
2041,8.5
2042,-7.2
2043,178.2
2044,59.6
2045,34
2046,-21.8
2047,330.9
2048,-84.4
2049,-58.8
2050,-140
2051,-19.1
2052,-12.5
2053,-8.4
2054,212.4
2055,354.9
2056,-35.3
2057,67.2
2058,-16.9
2059,-58
2060,-125.1
2061,132.2
2062,139.4
2063,-86.6
2064,51.3
2065,190.1
2066,-76.5
2067,-99.5
2068,108.4
2069,34.9
2070,-1.4
2071,-57.6
2072,217.5
2073,165.6
2074,644.1
2075,-101.8
2076,-63.4
2077,-38
2078,163.5
2079,61.1
2080,-67.2
2081,35.3
2082,-33.4
2083,25.7
2084,-77.4
2085,-39.3
2086,-20.3
2087,-80
2088,-19.2
2089,-109.4
2090,5.7
2091,-108.9
2092,133.3
2093,-123.7
2094,-129.6
2095,-73.8
2096,-52.2
2097,-39.4
2098,-47.8
2099,-102.5
2100,-39.3
2101,80.7
2102,20382.3
2103,106.6
2104,-89
2105,27.4
2106,20.9
2107,118.2
2108,39.7
2109,-32.6
2110,18381.6
2111,425.9
2112,-56.1
2113,-85.1
2114,31.5
2115,-63.8
2116,-71.1
2117,171.4
2118,-64.5
2119,15.3
2120,-44.5
2121,400.2
2122,-1.1
2123,40.2
2124,-68.9
2125,-39.8
2126,1334
2127,-40.9
2128,-6.2
2129,0.7
2130,454.3
2131,11957.7
2132,-101.8
2133,-82
2134,-23.9
2135,-41.3
2136,-54.7
2137,150.4
2138,-64.4
2139,14267.1
2140,-16.9
2141,-99.8
2142,195.3
2143,-27.1
2144,-138.2
2145,196.5
2146,109.1
2147,702.6
2148,-76.6
2149,80.3
2150,50.2
2151,-8.5
2152,28.4
2153,84.1
2154,298.4
2155,217.4
2156,133.5
2157,-142
2158,651
2159,15.3
2160,315.5
2161,-114.9
2162,-33.8
2163,-49.3
2164,-1.3
2165,250.9
2166,271.6
2167,-4.6
2168,4020.2
2169,-82.4
2170,71.2
2171,473.1
2172,-4.1
2173,410.1
2174,3
2175,495.5
2176,4.5
2177,13.8
2178,20.7
2179,7
2180,-9
2181,-30.2
2182,-64.6
2183,-65.5
2184,1.6
2185,51.5
2186,679.9
2187,1471.7
2188,201.7
2189,108.8
2190,-1.8
2191,23
2192,54.9
2193,83.5
2194,95.2
2195,-15.9
2196,-42.8
2197,7.9
2198,-102.5
2199,-51.1
2200,-48.7
2201,664.5
2202,-9.2
2203,-52.6
2204,21.6
2205,-1
2206,106.5
2207,6334
2208,176.5
2209,-139.9
2210,-62.3
2211,-18.2
2212,39
2213,33.5
2214,544.5
2215,72.1
2216,-77.2
2217,45.6
2218,67.5
2219,76.2
2220,14
2221,-124.2
2222,-73
2223,40.9
2224,0.9
2225,-45
2226,164.8
2227,-54.8
2228,521.7
2229,346.5
2230,9960.6
2231,246.8
2232,6656.2
2233,-26.2
2234,28.2
2235,193.8
2236,-25.2
2237,-3.8
2238,420.4
2239,32.8
2240,308.7
2241,110
2242,-63.9
2243,319
2244,-46.8
2245,3.7
2246,-43.9
2247,146.7
2248,-64.3
2249,218.4
2250,-64.4
2251,-35.1
2252,175.9
2253,18.1
2254,-75.9
2255,464.5
2256,-117.5
2257,276.7
2258,-71.1
2259,63.2
2260,-62.4
2261,196.1
2262,-46.3
2263,-34.6
2264,121.2
2265,22.6
2266,-85.2
2267,-27.1
2268,-43.6
2269,160.6
2270,-55.3
2271,-16.7
2272,232.8
2273,5.9
2274,21.1
2275,-5.4
2276,-8
2277,7.2
2278,26.9
2279,33.1
2280,-11.5
2281,210
2282,494.5
2283,25.9
2284,18.8
2285,-36.4
2286,84.3
2287,-60
2288,232.5
2289,26.1
2290,61.4
2291,22.4
2292,-19.5
2293,-27.1
2294,-59.3
2295,329.9
2296,29.6
2297,610.4
2298,251.4
2299,-48.9
2300,-80.2
2301,67.6
2302,16.1
2303,631.1
2304,8.8
2305,38
2306,281.5
2307,11.2
2308,216
2309,-59.4
2310,-69.1
2311,-8.4
2312,23.5
2313,40.6
2314,282.6
2315,420.5
2316,-2.4
2317,18.1
2318,39.2
2319,142.9
2320,61.4
2321,52.7
2322,19.3
2323,-64.1
2324,-52.1
2325,24.9
2326,-55.6
2327,494.4
2328,5
2329,-7.3
2330,45.3
2331,-24
2332,125
2333,18.2
2334,191.2
2335,134.5
2336,454.9
2337,-57.2
2338,-29.2
2339,19.5
2340,-23.5
2341,190.6
2342,-74.4
2343,-1.4
2344,6.3
2345,92.9
2346,-27.5
2347,-36.7
2348,-130.1
2349,-105.5
2350,-100
2351,36
2352,212.5
2353,-32.8
2354,-65.9
2355,156.8
2356,-84.6
2357,-5.3
2358,276.7
2359,75.4
2360,28.4
2361,-37.2
2362,166.8
2363,4.7
2364,-72.9
2365,34
2366,955.1
2367,-0.3
2368,220.1
2369,202.1
2370,-75.4
2371,362.3
2372,921.6
2373,196.9
2374,70.3
2375,-131.4
2376,76
2377,246.7
2378,26
2379,-9.6
2380,-52.1
2381,179.5
2382,412.6
2383,315.6
2384,35.5
2385,45.5
2386,-87.6
2387,79.5
2388,19805.6
2389,79.2
2390,-18.2
2391,191.5
2392,119.8
2393,-8.9
2394,15.9
2395,-65.6
2396,36.2
2397,2.8
2398,-14
2399,-44.8
2400,509.8
2401,-40.3
2402,139.6
2403,-7.4
2404,-104.3
2405,69
2406,19.8
2407,-22.2
2408,64.2
2409,-99.4
2410,-21.2
2411,81.6
2412,-0.1
2413,-112.5
2414,29.4
2415,20
2416,27.7
2417,-54.6
2418,-58.1
2419,2.2
2420,-96.9
2421,-68.9
2422,257.3
2423,-35.1
2424,-74.5
2425,-97.7
2426,-62.9
2427,-59.7
2428,-58.8
2429,-21.2
2430,-60.3
2431,68.8
2432,-94.4
2433,284.7
2434,-85.1
2435,7508
2436,-2
2437,-33.9
2438,-124.7
2439,109.5
2440,-47.3
2441,-12.9
2442,-126.6
2443,-133.5
2444,58.5
2445,51.8
2446,-37.7
2447,4.3
2448,429.9
2449,-0.3
2450,5.7
2451,4169
2452,276.4
2453,8735.4
2454,-39.5
2455,-56.3
2456,7.1
2457,-57.7
2458,384.3
2459,-7.2
2460,452.3
2461,-57.8
2462,-27.3
2463,57.4
2464,17.9
2465,594.4
2466,146.9
2467,-45.2
2468,-11.6
2469,27.5
2470,-43.6
2471,-22.1
2472,104.9
2473,293.8
2474,56.6
2475,57.9
2476,-73
2477,-82
2478,-50.1
2479,-2.2
2480,70.1
2481,8.2
2482,-58
2483,-30.3
2484,46.5
2485,57.9
2486,82.9
2487,8820.7
2488,-13.3
2489,-6
2490,-0.6
2491,59.5
2492,56.3
2493,-62.2
2494,629.3
2495,-107.3
2496,283.8
2497,21.6
2498,-25.6
2499,50.3
2500,0.9
2501,16.8
2502,-75.6
2503,-31.8
2504,81.2
2505,5198.5
2506,57.5
2507,-23.6
2508,64.8
2509,1172.2
2510,-148.9
2511,25.3
2512,-117.1
2513,294.2
2514,-69
2515,96.3
2516,432.6
2517,296.7
2518,251.9
2519,-61.7
2520,-31.6
2521,47.4
2522,41.6
2523,-97.7
2524,-67.6
2525,84
2526,-3.4
2527,70.9
2528,-21.8
2529,456.5
2530,6043
2531,-80.2
2532,-85.2
2533,22.3
2534,-37.9
2535,23.2
2536,-0.8
2537,-74.8
2538,-54.2
2539,-61.4
2540,-1.2
2541,-22.2
2542,-42.7
2543,421.6
2544,171.9
2545,-54.7
2546,-41.9
2547,93.3
2548,684.1
2549,22
2550,261.4
2551,103.5
2552,209.4
2553,-42
2554,20.4
2555,22.1
2556,272.3
2557,-18.9
2558,-53
2559,65.1
2560,11.2
2561,2
2562,-40
2563,216.6
2564,7689.5
2565,56.6
2566,190.2
2567,176.6
2568,-84.5
2569,-49.7
2570,472
2571,157.2
2572,-68.5
2573,10.5
2574,-77.3
2575,6357.6
2576,-58.7
2577,95.5
2578,-139.7
2579,19694.1
2580,-16.5
2581,606.5
2582,40.1
2583,1.1
2584,262.2
2585,106.8
2586,-65.4
2587,-71.7
2588,-65.3
2589,-27.1
2590,78
2591,-6
2592,4.8
2593,-119.2
2594,15198.1
2595,99.2
2596,-116.4
2597,12.4
2598,-8.2
2599,-60.1
2600,667.5
2601,39.3
2602,23.2
2603,-20.7
2604,-8.7
2605,-121.6
2606,15.8
2607,-7.5
2608,169.8
2609,-76.6
2610,46.8
2611,-130.1
2612,12287.7
2613,-12.5
2614,-72.4
2615,-45.4
2616,-69.5
2617,47.9
2618,-109.7
2619,154
2620,72.4
2621,53.2
2622,-36
2623,53
2624,218.5
2625,11061.1
2626,-129.5
2627,11227.6
2628,19
2629,-75.9
2630,81.6
2631,106
2632,197.5
2633,13
2634,284.9
2635,414.9
2636,53.5
2637,-77.9
2638,225.4
2639,255.9
2640,-87.3
2641,595.3
2642,-51.6
2643,-65.9
2644,74.1
2645,-23.9
2646,277.8
2647,687.8
2648,81.4
2649,462.4
2650,4.5
2651,65.8
2652,-59.7
2653,68.9
2654,-110.4
2655,6299.8
2656,-74
2657,21.2
2658,40.8
2659,86
2660,86.1
2661,-120.8
2662,397.2
2663,407.6
2664,-51
2665,-12.9
2666,4.7
2667,114.3
2668,69
2669,201.6
2670,336.9
2671,44.8
2672,39.9
2673,224.2
2674,-30
2675,489
2676,1.8
2677,-11.6
2678,238.8
2679,-119.6
2680,705.5
2681,-42.5
2682,30
2683,-43.8
2684,-65.1
2685,-49.9
2686,332
2687,22.7
2688,-100.3
2689,69.7
2690,137.6
2691,262.3
2692,29.2
2693,-47.1
2694,107.1
2695,444.1
2696,58.4
2697,-46.4
2698,101.6
2699,-80.6
2700,262.7
2701,-13.5
2702,86.3
2703,-106.4
2704,144.1
2705,47.3
2706,151.9
2707,-29.1
2708,-23.7
2709,14.1
2710,-11
2711,-17.6
2712,-68.3
2713,-25.1
2714,-59.6
2715,51.6
2716,158.7
2717,4.8
2718,458.2
2719,-118.8
2720,48.3
2721,28876.7
2722,166.6
2723,65.8
2724,81.9
2725,-128
2726,-19.9
2727,-44.1
2728,623.8
2729,-71.2
2730,382.4
2731,6.1
2732,-58.8
2733,223.6
2734,-12.7
2735,-97.7
2736,-67.7
2737,-107.8
2738,313
2739,-68.3
2740,176.3
2741,440.7
2742,-39.9
2743,169.4
2744,-18.4
2745,10747.5
2746,16
2747,-18.2
2748,41.3
2749,-24.4
2750,4.1
2751,378.9
2752,36.1
2753,104.3
2754,17.9
2755,1552.2
2756,-131.9
2757,218.4
2758,285.4
2759,-57.1
2760,58.8
2761,6166
2762,-38.1
2763,42.1
2764,49.1
2765,529.2
2766,16.7
2767,81.9
2768,-64.4
2769,-118.1
2770,-50
2771,64.7
2772,15267.4
2773,-114.6
2774,237
2775,-24.8
2776,-20.3
2777,-130.1
2778,-21.7
2779,-27.5
2780,50.9
2781,24.9
2782,-53
2783,491.3
2784,-66.8
2785,-16.5
2786,-44.8
2787,-13
2788,466.2
2789,-68.2
2790,2.5
2791,96.7
2792,-22.8
2793,-85.9
2794,70.9
2795,91.9
2796,-12.9
2797,509.1
2798,-53.3
2799,-34
2800,48.8
2801,-0.9
2802,41.9
2803,3.3
2804,-4.8
2805,85.7
2806,21.2
2807,51.7
2808,22.1
2809,-80.6
2810,-116.3
2811,11651
2812,15.9
2813,38.9
2814,1.5
2815,43.4
2816,-19.6
2817,14319.9
2818,363.6
2819,91
2820,16621.8
2821,-36.4
2822,-117.5
2823,13155.2
2824,-33
2825,33.1
2826,-3.4
2827,41.8
2828,36.8
2829,-100
2830,-58.5
2831,9714
2832,59
2833,27
2834,-76
2835,-23.9
2836,51.5
2837,316.8
2838,17.9
2839,101
2840,375
2841,21.7
2842,59.8
2843,-147.8
2844,-92.4
2845,16.7
2846,-6.6
2847,80.8
2848,287.4
2849,-27.7
2850,85.3
2851,-44.2
2852,472.7
2853,3.7
2854,43.6
2855,-43.7
2856,511.2
2857,-33.3
2858,-32.1
2859,-33.3
2860,21.4
2861,-72.8
2862,-33.3
2863,375.8
2864,121.1
2865,93.4
2866,-0.3
2867,-10.1
2868,26.9
2869,26.8
2870,43.2
2871,-27
2872,-110
2873,37.5
2874,11.1
2875,-74.4
2876,-33
2877,75.1
2878,30.5
2879,38.8
2880,-18.3
2881,194.4
2882,522
2883,42.7
2884,-49.1
2885,-44.2
2886,31
2887,-31.6
2888,-5.3
2889,-112.2
2890,-2.7
2891,497.2
2892,25.1
2893,118.5
2894,293.6
2895,58
2896,42.6
2897,284.5
2898,-15.7
2899,14857.5
2900,-47.3
2901,63
2902,-135.2
2903,59.7
2904,-25.6
2905,-61.7
2906,-71.5
2907,-4
2908,-2.9
2909,91.8
2910,41.8
2911,-80.7
2912,-101.3
2913,-4.6
2914,300.6
2915,-44.5
2916,164
2917,-104.8
2918,156.1
2919,13.2
2920,22.8
2921,41.8
2922,24.2
2923,1043.8
2924,223.1
2925,68.1
2926,34.1
2927,-7.5
2928,-33.3
2929,329.4
2930,261.7
2931,345
2932,-78.3
2933,3
2934,221.5
2935,0.8
2936,130.4
2937,44.2
2938,-57.6
2939,45.8
2940,11.8
2941,517.4
2942,272.9
2943,78.6
2944,1.7
2945,557.4
2946,106.6
2947,-10.4
2948,244.2
2949,462.9
2950,-106
2951,58.5
2952,-16.7
2953,13.3
2954,164.6
2955,13.2
2956,-5.8
2957,36.3
2958,111.3
2959,-92.6
2960,28.1
2961,174.4
2962,48.1
2963,-49.7
2964,295.1
2965,-63.5
2966,2.4
2967,-40.3
2968,48.5
2969,239.1
2970,-100.1
2971,-115.7
2972,-54.5
2973,-26.4
2974,248.7
2975,452.8
2976,-58
2977,19211.3
2978,-1.8
2979,-56.6
2980,-14.5
2981,-9.4
2982,323.8
2983,-60.3
2984,37.4
2985,-106.6
2986,9746.1
2987,28.7
2988,-49.6
2989,89.6
2990,12.4
2991,-93.2
2992,21.6
2993,-26.8
2994,93.9
2995,13301.9
2996,-38.3
2997,-135.3
2998,32.5
2999,84.4
3000,-53.8
3001,190.2
3002,-115.6
3003,94.5
3004,541.9
3005,56.2
3006,535
3007,-21.1
3008,-61.5
3009,257.1
3010,48.1
3011,56.9
3012,227.6
3013,151.9
3014,219.5
3015,-79.3
3016,110.4
3017,-17.4
3018,-36.2
3019,80.4
3020,-9
3021,-118.1
3022,93
3023,-28.5
3024,-66.8
3025,-115
3026,-66.8
3027,-58.9
3028,-25.8
3029,-57.6
3030,-52.7
3031,81.7
3032,93.7
3033,279
3034,51.3
3035,-23.9
3036,-128.4
3037,64.9
3038,-93.9
3039,-134.2
3040,-79.1
3041,40.2
3042,-131.6
3043,-138.6
3044,22.9
3045,57.4
3046,4624.8
3047,-92.1
3048,989.2
3049,462.4
3050,-105.8
3051,238.3
3052,-33.8
3053,-74.2
3054,27.5
3055,-15.4
3056,181.7
3057,-49.5
3058,149
3059,-10.2
3060,446.9
3061,-41.5
3062,13402.4
3063,208.3
3064,16.3
3065,57
3066,-57.6
3067,459.6
3068,-76.7
3069,507.9
3070,175.9
3071,-23.8
3072,-63.7
3073,83.8
3074,-100.5
3075,69.3
3076,22.1
3077,197.5
3078,40.7
3079,46.1
3080,81.8
3081,9.3
3082,97.2
3083,64.3
3084,1.9
3085,364.1
3086,32.4
3087,-63.9
3088,44.1
3089,-24.8
3090,-62.3
3091,-32.6
3092,99.8
3093,18.2
3094,121.3
3095,-112.4
3096,346.9
3097,274.2
3098,95.7
3099,-10
3100,-12.1
3101,10.9
3102,-118.9
3103,714.2
3104,-43.5
3105,606.2
3106,44.1
3107,-4.7
3108,-65.2
3109,1008.4
3110,554.7
3111,-5
3112,-96.3
3113,91.5
3114,365.7
3115,-41.8
3116,-60.5
3117,9.4
3118,-12.5
3119,78.8
3120,-24
3121,813.6
3122,87.3
3123,-27.4
3124,29.8
3125,105.5
3126,69
3127,-23.8
3128,-102.5
3129,5.2
3130,100
3131,-136.9
3132,44.6
3133,-13.9
3134,-84.2
3135,631.4
3136,149
3137,23.3
3138,502.8
3139,-28.8
3140,-33
3141,-57.6
3142,443.4
3143,23876.3
3144,5.6
3145,313.4
3146,-102.1
3147,63.5
3148,6588
3149,105.2
3150,-8.9
3151,187.8
3152,283.1
3153,-19.6
3154,422.1
3155,101.1
3156,-12.5
3157,-115.6
3158,11.6
3159,75.5
3160,22.5
3161,319.2
3162,179.1
3163,-30.4
3164,-13
3165,-20.5
3166,65.7
3167,-12.1
3168,-63.3
3169,-113.5
3170,52.3
3171,-118.8
3172,542.8
3173,30.1
3174,49.4
3175,51.4
3176,217.6
3177,44.3
3178,534.1
3179,145.5
3180,48.8
3181,-66.4
3182,87.1
3183,5.5
3184,-15.6
3185,-20
3186,-22.3
3187,-91.2
3188,-19.5
3189,-51
3190,10
3191,34.9
3192,208.9
3193,-51.8
3194,-14.7
3195,22.7
3196,266.2
3197,-79
3198,14890.5
3199,-13.1
3200,-28.8
3201,36.3
3202,-98.8
3203,65.4
3204,9942.7
3205,260
3206,-13.1
3207,4
3208,8598.6
3209,12.4
3210,19790.2
3211,-37.6
3212,-11.6
3213,-63.1
3214,406.8
3215,425.5
3216,-54.6
3217,36.2
3218,-24.2
3219,316.2
3220,43.4
3221,35.2
3222,-95.7
3223,50.1
3224,22186.9
3225,22.1
3226,8.5
3227,227.3
3228,127.3
3229,698.8
3230,8.4
3231,70.2
3232,-43.8
3233,-46.8
3234,40.5
3235,42.5
3236,56.4
3237,18
3238,-58.8
3239,-3.2
3240,-48.7
3241,13.7
3242,44.3
3243,313.1
3244,11333.5
3245,5.6
3246,111.3
3247,-95.7
3248,-94.9
3249,28
3250,521
3251,44.6
3252,-15.3
3253,274.7
3254,342.2
3255,333.4
3256,145.8
3257,24
3258,-52.2
3259,269.2
3260,1.9
3261,-51.8
3262,-59.8
3263,-114
3264,281.5
3265,390.9
3266,567.5
3267,208.9
3268,-30.6
3269,12328.5
3270,-13.4
3271,-42.9
3272,-122.4
3273,6
3274,9.9
3275,213.2
3276,14.3
3277,-2.2
3278,-58.2
3279,-32.1
3280,174.6
3281,23352.5
3282,-32.2
3283,8076.1
3284,106.7
3285,41
3286,72.2
3287,5.6
3288,87.9
3289,6
3290,12.5
3291,35.7
3292,104.6
3293,-158.5
3294,340.3
3295,49.1
3296,-16.9
3297,694.3
3298,296.5
3299,-21.4
3300,-49.2
3301,3.4
3302,196.5
3303,65.1
3304,-49.5
3305,23.5
3306,196.7
3307,-134
3308,-19.9
3309,235.7
3310,-89.7
3311,-37.2
3312,-84.4
3313,204.5
3314,-67.7
3315,31.5
3316,-15.2
3317,472.3
3318,30.2
3319,-88.9
3320,6.6
3321,673
3322,160.3
3323,3.6
3324,104.7
3325,-67.5
3326,21794.4
3327,614.3
3328,213.8
3329,63.5
3330,206
3331,8515
3332,-46
3333,-74.4
3334,76.6
3335,416.8
3336,8.2
3337,1.4
3338,139.4
3339,-12.7
3340,11.1
3341,-94.5
3342,-141.2
3343,152.7
3344,19.4
3345,16652.5
3346,-31.7
3347,100.5
3348,87.6
3349,-124.4
3350,25.4
3351,-113
3352,-60.1
3353,15.9
3354,25.7
3355,69.6
3356,39.5
3357,41.7
3358,35
3359,76.1
3360,-10.7
3361,-56.2
3362,313.5
3363,450
3364,10.6
3365,61.2
3366,144
3367,-46.9
3368,79
3369,515.1
3370,11.5
3371,51.5
3372,19.9
3373,-64.9
3374,-130.3
3375,3
3376,223.1
3377,-10.3
3378,196.8
3379,6994.4
3380,-21.4
3381,-4.7
3382,257.1
3383,146.5
3384,-101.1
3385,94.3
3386,37.8
3387,132.2
3388,112.6
3389,-117.9
3390,75.2
3391,39
3392,-85
3393,246.9
3394,48.1
3395,214.3
3396,-55.4
3397,194.2
3398,158.7
3399,-147
3400,148.7
3401,-122.4
3402,-64.4
3403,23.9
3404,-33.4
3405,56.8
3406,-22.2
3407,11.3
3408,-1.1
3409,-20.6
3410,91.2
3411,15.2
3412,-137.1
3413,97.7
3414,23193.2
3415,-50.2
3416,75
3417,-77.4
3418,123.1
3419,-6.2
3420,-82.1
3421,300.8
3422,-2.4
3423,9938
3424,60.4
3425,-3.9
3426,18704.8
3427,-80.7
3428,38.2
3429,27.1
3430,39.6
3431,20
3432,84.7
3433,-150.8
3434,-49.6
3435,112.3
3436,-127.1
3437,31.3
3438,-21.8
3439,-24.2
3440,125.4
3441,-111.1
3442,103.9
3443,8.8
3444,237.3
3445,47.4
3446,-96.6
3447,-37.2
3448,112
3449,-27.3
3450,-59.1
3451,-77.9
3452,-113.3
3453,39.3
3454,-37.6
3455,-79.3
3456,23.5
3457,-81.9
3458,-48.5
3459,-84.3
3460,16.8
3461,-104.6
3462,18.8
3463,-45.2
3464,-62.5
3465,77.9
3466,281.6
3467,-15
3468,392.2
3469,188.8
3470,167.9
3471,360.4
3472,276.8
3473,183.7
3474,-61.6
3475,-4
3476,-67.4
3477,52.8
3478,-102.3
3479,-65.5
3480,81.6
3481,-58.6
3482,-68
3483,-45.4
3484,89
3485,432.3
3486,523.6
3487,-77.1
3488,-127.8
3489,-100.5
3490,541.7
3491,74.4
3492,-85.7
3493,-27.4
3494,339.2
3495,8.3
3496,-35.2
3497,66.4
3498,230
3499,-30.5
3500,68.2
3501,-4.7
3502,-60.9
3503,41.4
3504,222
3505,-66.5
3506,-35.7
3507,-1
3508,-49.2
3509,38.3
3510,30.1
3511,-76
3512,28.6
3513,41.5
3514,-4.7
3515,-57.6
3516,53.7
3517,5798.5
3518,90.5
3519,-24.9
3520,93.9
3521,166.1
3522,121
3523,-28.4
3524,22452
3525,275.3
3526,2.9
3527,-24.7
3528,107.1
3529,53.7
3530,87.7
3531,351.6
3532,213.8
3533,-4.9
3534,111.9
3535,-71
3536,52.9
3537,24.3
3538,-117
3539,-25
3540,21.1
3541,243.9
3542,-147
3543,388.1
3544,143.4
3545,207.5
3546,321.2
3547,-39.4
3548,86.5
3549,-55.9
3550,203.2
3551,335.2
3552,552
3553,-36.5
3554,-9.9
3555,203.8
3556,36.8
3557,-3.6
3558,-72.5
3559,81.9
3560,10.5
3561,177.8
3562,218
3563,-82.3
3564,19.4
3565,-8.5
3566,55.1
3567,59.3
3568,24.4
3569,80
3570,-13.4
3571,-26.6
3572,11.4
3573,99.1
3574,-30.4
3575,15.8
3576,31
3577,73.9
3578,121.1
3579,-44.2
3580,-99.8
3581,-4.6
3582,95.4
3583,515.8
3584,-109.5
3585,-17.8
3586,-37.2
3587,-44.1
3588,118.3
3589,-44.8
3590,-64.7
3591,-85.5
3592,92
3593,124
3594,10.3
3595,-47.3
3596,49.4
3597,12569.8
3598,245.9
3599,-31.4
3600,102.2
3601,455.9
3602,499.3
3603,222.1
3604,-1.3
3605,-16.3
3606,10.1
3607,47.2
3608,81.2
3609,-55.8
3610,-78.2
3611,16.3
3612,206.9
3613,-117.5
3614,7363.2
3615,324.5
3616,496.5
3617,12342.1
3618,-42.9
3619,-33.7
3620,-46.8
3621,-11.2
3622,3.3
3623,-48.3
3624,220.4
3625,64
3626,10.3
3627,64.9
3628,146.7
3629,63
3630,292
3631,-123.7
3632,-6.3
3633,-4.8
3634,5051.5
3635,70.8
3636,90.4
3637,-119.9
3638,-32.3
3639,-27.9
3640,73.4
3641,73.8
3642,867.3
3643,55.8
3644,72.4
3645,-62.2
3646,14208.3
3647,298.6
3648,-58.6
3649,14.6
3650,-10.6
3651,-132.9
3652,374.8
3653,-27.2
3654,812.2
3655,70.2
3656,12.5
3657,-42.2
3658,32.2
3659,116.5
3660,11870.6
3661,35.5
3662,135.2
3663,-32.1
3664,24.7
3665,-87.3
3666,-101.4
3667,554.3
3668,978.6
3669,-30.9
3670,-103.5
3671,308.2
3672,-1.7
3673,53.8
3674,364.4
3675,-54.8
3676,66.6
3677,-15.9
3678,2365.6
3679,-46.3
3680,54.3
3681,-100.4
3682,372.3
3683,512.8
3684,-9.3
3685,52.6
3686,191.1
3687,42.2
3688,271.1
3689,264.2
3690,-32.5
3691,59.3
3692,73.8
3693,1.7
3694,-60.1
3695,25.4
3696,107
3697,-74.7
3698,-66.8
3699,211.6
3700,-53.2
3701,142.9
3702,197.2
3703,181.9
3704,-36.1
3705,13380.8
3706,63.6
3707,202
3708,20210
3709,80.4
3710,-23.8
3711,-46.3
3712,-31.9
3713,555.5
3714,2.5
3715,301.1
3716,-35.9
3717,-48.3
3718,185.2
3719,107.1
3720,-77.6
3721,-49.8
3722,-102.6
3723,141
3724,247.2
3725,-0.5
3726,-116.7
3727,-52.4
3728,-76.9
3729,-62.3
3730,-51.8
3731,-83.2
3732,151.7
3733,70.7
3734,-91.9
3735,55.6
3736,-98.2
3737,570.9
3738,27.7
3739,318.1
3740,-8.4
3741,-82.4
3742,-0.1
3743,-91.6
3744,-0.5
3745,33.5
3746,-32.9
3747,46.3
3748,7841.4
3749,-24.1
3750,-82.1
3751,26.5
3752,-77.4
3753,1086
3754,-7.8
3755,-51.4
3756,6651
3757,184.6
3758,56.3
3759,126.8
3760,5761.2
3761,-1
3762,-35.1
3763,257.8
3764,427.2
3765,30.2
3766,86.5
3767,285.8
3768,33.1
3769,18389.1
3770,-121.5
3771,335.7
3772,-31.4
3773,-99.7
3774,9.1
3775,-138.7
3776,25.5
3777,-38.1
3778,6911.8
3779,355.8
3780,12141
3781,-58
3782,-20.1
3783,-83.9
3784,7.9
3785,524.5
3786,53.2
3787,13128.3
3788,87.9
3789,-104.3
3790,-45.8
3791,57.3
3792,53.4
3793,320.4
3794,21.2
3795,72.3
3796,579.4
3797,-80.5
3798,106.1
3799,-114.2
3800,-72.7
3801,-49.2
3802,175.8
3803,150.1
3804,530.5
3805,-53
3806,74.5
3807,119.8
3808,-43.6
3809,-3.2
3810,1115.4
3811,57.7
3812,498.3
3813,42.2
3814,21.3
3815,-3.4
3816,-13.4
3817,-3.2
3818,54.3
3819,-111.4
3820,-30.9
3821,-53.8
3822,10.3
3823,-41.4
3824,268.3
3825,10610.7
3826,50.4
3827,-79
3828,-9.6
3829,-20.9
3830,-57.1
3831,84.6
3832,197
3833,324
3834,-4.3
3835,50.7
3836,19.6
3837,749.5
3838,-1.5
3839,-64.8
3840,-16.1
3841,41.1
3842,-26.6
3843,120.1
3844,-54.2
3845,84.3
3846,6189.9
3847,-31.5
3848,8528.4
3849,-116
3850,38.4
3851,118.9
3852,-70
3853,-40.8
3854,78.8
3855,-9.6
3856,6
3857,187.2
3858,67.4
3859,441.6
3860,580.8
3861,91.1
3862,132
3863,11952.9
3864,192.1
3865,79.2
3866,-74.3
3867,51.2
3868,32.1
3869,533
3870,-22.7
3871,-48.2
3872,-1
3873,97.2
3874,7.9
3875,299.1
3876,35.7
3877,-74.5
3878,8626.9
3879,289.6
3880,86.3
3881,9486.9
3882,-7.3
3883,24.4
3884,-57.9
3885,109
3886,226.6
3887,46.9
3888,25.8
3889,22.5
3890,5
3891,-104
3892,-61.7
3893,-78.5
3894,-21.8
3895,41.8
3896,13.9
3897,17407.9
3898,-68.6
3899,2.7
3900,154.3
3901,1.6
3902,51.5
3903,1
3904,-27.2
3905,33
3906,55.2
3907,211.9
3908,10
3909,-108.6
3910,-14.7
