Metric,Value
Episodes,200000
Wins,23937
Win Rate,12.00%
Boss Kills,23937
axe,75091
books,70291
wand,62055
whip,69175
,
Episode,Reward
124121,52.1
124122,293.7
124123,32.5
124124,102.2
124125,23595.9
124126,83.5
124127,69
124128,360.8
124129,68.6
124130,59.6
124131,148.6
124132,343.1
124133,25.6
124134,372.3
124135,-9.7
124136,167.5
124137,28.9
124138,60.8
124139,131.3
124140,-4.3
124141,-89.4
124142,1868.5
124143,80.2
124144,25380.5
124145,4.3
124146,33.2
124147,27871.1
124148,-17
124149,38.9
124150,465.5
124151,219.3
124152,57.6
124153,946.8
124154,29507
124155,227
124156,27.6
124157,-46
124158,81.4
124159,185.5
124160,67.9
124161,25102.7
124162,287.4
124163,102.7
124164,-99.1
124165,61.8
124166,17216.8
124167,465.8
124168,76.5
124169,25814.5
124170,20370.6
124171,-135.8
124172,-42.7
124173,24396.1
124174,-80.1
124175,-12.9
124176,22366.9
124177,101.5
124178,114.4
124179,235.6
124180,19249.3
124181,89.4
124182,-106.5
124183,29337.4
124184,27121.9
124185,-7.7
124186,45.5
124187,16560.5
124188,208.1
124189,53.1
124190,98.9
124191,59.2
124192,497.4
124193,622
124194,2.9
124195,70.1
124196,254
124197,63.3
124198,22609.7
124199,16.3
124200,-39.4
124201,19518.8
124202,559.9
124203,151.4
124204,89.5
124205,450.8
124206,-92.4
124207,31459.4
124208,120
124209,26595.4
124210,26765.5
124211,174.2
124212,188.2
124213,36.6
124214,14.6
124215,197.1
124216,-67
124217,45.5
124218,143.2
124219,124.2
124220,32.8
124221,876.6
124222,463.1
124223,322.9
124224,45.5
124225,-3.4
124226,51.8
124227,264.1
124228,125.4
124229,53.7
124230,7.6
124231,-88.7
124232,323
124233,16128.8
124234,388.1
124235,62.5
124236,187.7
124237,10.1
124238,789.3
124239,283.9
124240,103.7
124241,23
124242,73.1
124243,482.7
124244,-51.2
124245,-53.3
124246,-55.8
124247,345.4
124248,49.2
124249,133.6
124250,161.9
124251,523.3
124252,13.6
124253,444.9
124254,34079.5
124255,79.5
124256,-4.5
124257,-36.1
124258,-18.6
124259,94.4
124260,184.9
124261,16.8
124262,272.7
124263,15397.7
124264,7.3
124265,245
124266,-33.1
124267,14139.7
124268,100.9
124269,69.9
124270,305.2
124271,957.5
124272,15473.2
124273,380.1
124274,113.5
124275,-14
124276,59
124277,70.9
124278,-5.2
124279,25903.4
124280,23749.2
124281,124.5
124282,311.2
124283,23817.8
124284,31713.2
124285,266.7
124286,113.8
124287,-52.3
124288,-136.3
124289,25241.4
124290,22016.7
124291,168
124292,23506.5
124293,87.7
124294,143.8
124295,65.3
124296,46.9
124297,134.8
124298,540.8
124299,685.6
124300,208.5
124301,532.9
124302,69.7
124303,21013.3
124304,-52
124305,466.9
124306,100.6
124307,603.3
124308,376.5
124309,194.2
124310,636
124311,-18.1
124312,1564.8
124313,165.1
124314,146.4
124315,391.1
124316,31523.6
124317,18.8
124318,141.8
124319,24682.6
124320,29.1
124321,454.4
124322,22.6
124323,98.3
124324,-72.8
124325,98.5
124326,77.5
124327,-119.6
124328,34.3
124329,18.5
124330,26244.9
124331,52
124332,25932
124333,303.5
124334,21.8
124335,30403.9
124336,-22.1
124337,172.3
124338,755.3
124339,170.4
124340,13.2
124341,433.1
124342,-16.8
124343,43
124344,121.5
124345,79
124346,152.6
124347,593.9
124348,207.1
124349,706.8
124350,42
124351,110.2
124352,17.6
124353,91.5
124354,72.9
124355,31815.8
124356,-63.8
124357,-6.9
124358,116.5
124359,39.6
124360,0.7
124361,-2
124362,15824.6
124363,23885.5
124364,22.6
124365,67.9
124366,14.5
124367,506.5
124368,334
124369,-60.7
124370,131.9
124371,534
124372,173.6
124373,22387.6
124374,69.8
124375,6
124376,69.6
124377,231
124378,31309.1
124379,345.5
124380,-1.9
124381,29357.9
124382,256.4
124383,35.5
124384,53.7
124385,61.9
124386,681.4
124387,31.8
124388,27080
124389,103.9
124390,154.5
124391,46.1
124392,140.8
124393,28
124394,119.7
124395,86.2
124396,35.6
124397,99.6
124398,24.9
124399,22535.4
124400,149.1
124401,22766.9
124402,24460
124403,58.1
124404,611.3
124405,363.8
124406,508.6
124407,19101.4
124408,-1
124409,19791.4
124410,-13.1
124411,-65.6
124412,127.5
124413,120.5
124414,387
124415,365.8
124416,45.9
124417,282
124418,-50
124419,-0.8
124420,-67.8
124421,216.7
124422,95.5
124423,-76.4
124424,311.2
124425,-29.3
124426,131.6
124427,132.8
124428,131.2
124429,16.2
124430,228.7
124431,62.1
124432,260.9
124433,-27.7
124434,47.2
124435,159.9
124436,230.5
124437,22452.8
124438,88.9
124439,-0.9
124440,94.5
124441,27535.5
124442,96.1
124443,5
124444,33
124445,-94
124446,256.2
124447,959.3
124448,235.4
124449,361.7
124450,60.8
124451,45.7
124452,181.3
124453,18.5
124454,-47.9
124455,31413.5
124456,10.6
124457,30665
124458,18916.5
124459,586.2
124460,110.7
124461,10
124462,38.9
124463,40.3
124464,51.8
124465,597.1
124466,-141.9
124467,28333.3
124468,23499.6
124469,17727.2
124470,-104.5
124471,342.4
124472,779.6
124473,732.3
124474,157.8
124475,226.5
124476,20569.8
124477,455.5
124478,82.2
124479,-135.9
124480,22265.1
124481,99.6
124482,99.5
124483,282
124484,1137.2
124485,107.9
124486,22.4
124487,71.9
124488,28514.2
124489,58.9
124490,302.5
124491,466.7
124492,22466.6
124493,119.3
124494,27693.1
124495,110.2
124496,132.7
124497,494.7
124498,28574.9
124499,23.9
124500,246.6
124501,1272.9
124502,588.5
124503,21955.5
124504,329.2
124505,27658.6
124506,357.4
124507,29060.8
124508,-83.3
124509,481
124510,71.2
124511,60
124512,11.1
124513,-25.3
124514,89.4
124515,21537.7
124516,29.6
124517,96.4
124518,22094.9
124519,0.8
124520,109.3
124521,-28.4
124522,-81.3
124523,103
124524,22.1
124525,258.4
124526,14
124527,-28.5
124528,213.9
124529,164.2
124530,19906.5
124531,226.2
124532,84.8
124533,23983.7
124534,17655
124535,-25.4
124536,25146.7
124537,183.6
124538,275.4
124539,72.7
124540,34955.7
124541,105.5
124542,154.1
124543,72.8
124544,-53
124545,70.8
124546,-75.7
124547,27261.6
124548,-1.9
124549,97.5
124550,116.8
124551,-98.8
124552,99.3
124553,249.9
124554,20347.5
124555,217.6
124556,82
124557,-25.8
124558,-100.2
124559,142.2
124560,500.3
124561,27148.7
124562,328.6
124563,179.9
124564,118.9
124565,30516.6
124566,-48
124567,98
124568,-83.1
124569,30262.8
124570,58.1
124571,119.5
124572,25792.6
124573,161.1
124574,366.1
124575,19351.3
124576,19483.3
124577,7.8
124578,36.8
124579,-71.2
124580,496
124581,442.2
124582,131.9
124583,542.2
124584,112.8
124585,88.7
124586,24000
124587,68.6
124588,478.7
124589,45.1
124590,24755.5
124591,45.9
124592,29672.1
124593,30497.6
124594,116.9
124595,26949.7
124596,907.3
124597,1044.6
124598,-12.1
124599,-71.3
124600,309.5
124601,95
124602,307.2
124603,581.5
124604,-95.9
124605,362.7
124606,27522.6
124607,-15.6
124608,168.2
124609,523.4
124610,99.9
124611,184.9
124612,766.7
124613,40.6
124614,80.6
124615,61.6
124616,357.7
124617,73.8
124618,-13.5
124619,103.6
124620,24333.1
124621,115.8
124622,125.7
124623,138
124624,22.6
124625,24963.5
124626,-126
124627,-34.6
124628,-23.7
124629,26845.7
124630,277.7
124631,29469.9
124632,24301.8
124633,41.4
124634,18.2
124635,-62
124636,26073
124637,22597.5
124638,17.4
124639,46.8
124640,118.6
124641,28.4
124642,26282.3
124643,418.8
124644,150
124645,229.1
124646,475.3
124647,-92.4
124648,32294.5
124649,160.6
124650,-71.5
124651,133.7
124652,25255.7
124653,104.7
124654,-42.2
124655,18923.7
124656,885.8
124657,32.6
124658,152.5
124659,-6.1
124660,440.7
124661,66.7
124662,231
124663,116.7
124664,693.5
124665,17384.3
124666,17675.2
124667,248.4
124668,28
124669,-42.7
124670,253.8
124671,-20.3
124672,39.7
124673,21.8
124674,53.7
124675,130.5
124676,340.4
124677,409.9
124678,26880
124679,378.3
124680,86.9
124681,508.4
124682,109.5
124683,968.6
124684,257.6
124685,166.7
124686,-8.3
124687,141.6
124688,248.9
124689,-63.4
124690,293
124691,516.3
124692,649.5
124693,25141.1
124694,-136.8
124695,59.6
124696,134.5
124697,22645.5
124698,54.3
124699,32.8
124700,80
124701,340.2
124702,829.7
124703,69.2
124704,206.7
124705,17844.7
124706,-43.7
124707,-19.5
124708,-81.3
124709,36.4
124710,11356.8
124711,-56.2
124712,61.8
124713,198.3
124714,61.8
124715,63.9
124716,283.8
124717,22182.2
124718,104.6
124719,-115.1
124720,-4.7
124721,210.8
124722,36.1
124723,85.2
124724,310.1
124725,243.1
124726,22789.3
124727,641.5
124728,96.1
124729,90.3
124730,43.1
124731,14.1
124732,-113.9
124733,58
124734,-17.6
124735,-43.2
124736,-60.2
124737,-42.7
124738,343.6
124739,325.7
124740,420.7
124741,140.3
124742,24.6
124743,94.2
124744,104.4
124745,5.7
124746,-137.3
124747,22931.2
124748,112.1
124749,150.1
124750,277.6
124751,358.8
124752,64.3
124753,81.9
124754,289.8
124755,123.2
124756,23434.7
124757,128.4
124758,98.6
124759,131.5
124760,112.3
124761,252.9
124762,536.2
124763,125.3
124764,-59.5
124765,-68.7
124766,252.6
124767,459
124768,12.4
124769,126.1
124770,-17.4
124771,25607.9
124772,317
124773,232
124774,278.8
124775,231.9
124776,192.1
124777,-93.8
124778,-9.9
124779,25386.7
124780,244.8
124781,27708.6
124782,663.9
124783,278.9
124784,39.4
124785,511.5
124786,828.6
124787,263
124788,21356.5
124789,169.6
124790,89.5
124791,28019.1
124792,28736.7
124793,-57.9
124794,-83
124795,-38.5
124796,-34.7
124797,45.7
124798,110.5
124799,-48.5
124800,-15.5
124801,17938
124802,111.5
124803,135.5
124804,95.7
124805,282.7
124806,34
124807,131.6
124808,331.9
124809,69.5
124810,10.8
124811,29814.1
124812,445.8
124813,-25.8
124814,732.3
124815,354.6
124816,165.3
124817,228.7
124818,55.4
124819,156.8
124820,4.3
124821,162.9
124822,-47.9
124823,-114
124824,464.1
124825,22926.6
124826,23191.3
124827,25319
124828,293.9
124829,16.6
124830,22.5
124831,5.3
124832,22975.8
124833,353.8
124834,15.8
124835,-19.1
124836,27305.6
124837,188.8
124838,-71.5
124839,6.2
124840,581.1
124841,299.4
124842,263.5
124843,5.6
124844,97.3
124845,21779.2
124846,28653.9
124847,55.7
124848,55.9
124849,77.6
124850,79.5
124851,294.3
124852,102.6
124853,17759.3
124854,18404.9
124855,556.8
124856,65.5
124857,3.5
124858,22516.3
124859,72.3
124860,-104.5
124861,30254.5
124862,375.8
124863,1104.6
124864,10.8
124865,-22.9
124866,64.9
124867,16670.5
124868,275.1
124869,687
124870,35477.7
124871,170.9
124872,29898.9
124873,-22
124874,116.7
124875,20869.2
124876,11.8
124877,29.9
124878,255.8
124879,262.5
124880,1.2
124881,25288.7
124882,141.4
124883,-25.5
124884,23.9
124885,101.2
124886,111.9
124887,23912.2
124888,92.2
124889,66.3
124890,166.5
124891,139.8
124892,165.2
124893,-70.7
124894,28371
124895,27
124896,880.2
124897,121.1
124898,13218.6
124899,-24.9
124900,8.1
124901,-103.6
124902,102
124903,60.7
124904,29444.4
124905,37.2
124906,104.4
124907,151.5
124908,15441.4
124909,156.6
124910,105.5
124911,111.7
124912,9.3
124913,305.9
124914,114.7
124915,-22.6
124916,-23.7
124917,30643.4
124918,476.4
124919,79.1
124920,17513
124921,337.6
124922,27677.6
124923,538.9
124924,165.7
124925,39.9
124926,155.5
124927,313.2
124928,27548.8
124929,-84.1
124930,48.2
124931,-45.6
124932,28240.6
124933,27193.3
124934,21.5
124935,90.2
124936,17348.4
124937,24292.2
124938,-31.6
124939,31689.6
124940,237
124941,269.1
124942,28630
124943,141.3
124944,-14.8
124945,-58.8
124946,213.6
124947,101
124948,349.3
124949,132.8
124950,99.9
124951,141.4
124952,-30.5
124953,258.6
124954,-0.4
124955,237.2
124956,21382.1
124957,33693.8
124958,-10.9
124959,193.5
124960,347.9
124961,-11.9
124962,316
124963,129.7
124964,337.6
124965,-34.9
124966,169.9
124967,206.5
124968,107.6
124969,294.8
124970,138.1
124971,618.2
124972,873.7
124973,25602.7
124974,174.3
124975,-2.2
124976,369.8
124977,62.5
124978,-40.4
124979,6
124980,23711.9
124981,18641.5
124982,494.5
124983,166
124984,-96.5
124985,19.2
124986,201.8
124987,23752.3
124988,270.9
124989,73.2
124990,-48.3
124991,32049.8
124992,112
124993,40.2
124994,43
124995,179
124996,48.5
124997,32.4
124998,447
124999,60.1
125000,-23.8
125001,229
125002,120.7
125003,664.4
125004,88.2
125005,66.1
125006,22601.6
125007,38.4
125008,531.4
125009,51.2
125010,-3.1
125011,26125.3
125012,81.3
125013,52.7
125014,67
125015,214.5
125016,515
125017,270.5
125018,-73.2
125019,-40.3
125020,64.7
125021,420.5
125022,-29.4
125023,64.2
125024,23896
125025,24699.4
125026,32179.4
125027,696.3
125028,28600.7
125029,-51.6
125030,566
125031,32.6
125032,297.8
125033,20719.7
125034,327.8
125035,30768.2
125036,109.4
125037,22169.3
125038,289.6
125039,248.3
125040,24926.2
125041,-46.9
125042,291
125043,100.1
125044,4.3
125045,433
125046,20.9
125047,243.8
125048,1591.4
125049,28475.7
125050,-71
125051,199.6
125052,368
125053,76
125054,57.8
125055,180.5
125056,605.3
125057,283.9
125058,193.5
125059,89.1
125060,-63.5
125061,240.7
125062,495.9
125063,125.2
125064,275
125065,-19.9
125066,26161.8
125067,186.7
125068,30.5
125069,3.6
125070,135.8
125071,33140.4
125072,224.5
125073,660.4
125074,80
125075,-106.8
125076,720.9
125077,403.8
125078,22833.3
125079,-58.7
125080,193.4
125081,52.1
125082,29.3
125083,25.9
125084,435.8
125085,197.9
125086,272
125087,572
125088,86.9
125089,59.6
125090,318.7
125091,5.3
125092,29052
125093,2539
125094,27958
125095,57.9
125096,44.1
125097,109.6
125098,108.3
125099,122.4
125100,49.8
125101,43.4
125102,63.6
125103,17905
125104,32242.1
125105,171.2
125106,-66.9
125107,-6.6
125108,63
125109,73.9
125110,29176.3
125111,18.3
125112,31.6
125113,25659.3
125114,30.4
125115,473.2
125116,48.8
125117,264.8
125118,639.3
125119,-44.7
125120,542.9
125121,103.1
125122,167.4
125123,76.8
125124,-9.7
125125,1
125126,27414.6
125127,281.4
125128,21092.9
125129,55.9
125130,324.1
125131,-93.7
125132,162.8
125133,367.3
125134,-96.7
125135,-141.6
125136,301.1
125137,41.2
125138,381.7
125139,160.4
125140,30835
125141,83.5
125142,-40.4
125143,201.9
125144,95.2
125145,14.7
125146,-53.2
125147,249.1
125148,200.6
125149,423.3
125150,60.1
125151,27380.7
125152,143.5
125153,347.5
125154,131.5
125155,98.4
125156,145.3
125157,26046.5
125158,131.2
125159,23327.5
125160,280.8
125161,30.8
125162,-15.8
125163,-64.5
125164,49
125165,-13
125166,22536.2
125167,72.2
125168,23.9
125169,128.5
125170,758
125171,27886.6
125172,23018.1
125173,108.9
125174,312.1
125175,43.9
125176,102.5
125177,59
125178,25130.9
125179,776.1
125180,971
125181,2.4
125182,102.6
125183,-36.7
125184,361.9
125185,28287
125186,21609.3
125187,114.2
125188,28628.3
125189,15339.5
125190,183.8
125191,114.4
125192,26533.1
125193,-77.5
125194,30721.7
125195,21062.4
125196,-24.8
125197,449
125198,-60.9
125199,401.6
125200,273.8
125201,29.9
125202,196.1
125203,216.4
125204,17175.3
125205,13.8
125206,107.8
125207,28223.4
125208,20972.7
125209,194
125210,192.1
125211,892.4
125212,155.5
125213,-11
125214,25421.8
125215,-83.7
125216,88.9
125217,24445.3
125218,327.6
125219,96.7
125220,264.2
125221,70.7
125222,95.8
125223,41.9
125224,44.2
125225,65.8
125226,137.1
125227,192.2
125228,141.3
125229,100.8
125230,-10.5
125231,133.6
125232,140.3
125233,435.9
125234,102.2
125235,56.5
125236,48.7
125237,-3.2
125238,61.5
125239,40.1
125240,126.8
125241,-39.7
125242,207.4
125243,195.9
125244,-20.8
125245,354
125246,244.7
125247,116.4
125248,160.2
125249,121.1
125250,43.2
125251,646.2
125252,-9
125253,23982.7
125254,6.6
125255,5.8
125256,30493.9
125257,129
125258,31.7
125259,183.1
125260,-10.8
125261,918.2
125262,14.6
125263,38.2
125264,3.5
125265,136.1
125266,32.6
125267,165.1
125268,9.7
125269,498.9
125270,-51.2
125271,141.5
125272,-133.2
125273,44.4
125274,179.5
125275,23554.9
125276,-110.7
125277,22.3
125278,-54.1
125279,260.9
125280,343.4
125281,108.2
125282,6.3
125283,8.7
125284,55.2
125285,181.9
125286,92.1
125287,-43.6
125288,20068.9
125289,-9.8
125290,-64.6
125291,51
125292,224.5
125293,268.5
125294,29.8
125295,563
125296,144.5
125297,189.1
125298,504.3
125299,129.2
125300,47
125301,324.8
125302,254.8
125303,109.9
125304,391.2
125305,87.4
125306,13.4
125307,143.4
125308,-35.7
125309,22.9
125310,399.8
125311,22425.3
125312,5.4
125313,144.8
125314,96.6
125315,125.5
125316,-119.7
125317,-12.1
125318,297.6
125319,23.9
125320,117.7
125321,22327
125322,160
125323,289.9
125324,403.9
125325,891.2
125326,-11.8
125327,69.8
125328,25576.7
125329,-64.6
125330,363
125331,56.7
125332,169.2
125333,-43
125334,98.9
125335,207.6
125336,47.2
125337,622.4
125338,83
125339,662
125340,166.9
125341,136.6
125342,617.2
125343,280.7
125344,-0.2
125345,-75.1
125346,407.3
125347,1530.5
125348,-5.2
125349,25608.6
125350,-35.1
125351,-25.9
125352,27268.3
125353,146.8
125354,464.4
125355,94.7
125356,196
125357,41.2
125358,18092.8
125359,152
125360,237.8
125361,43.7
125362,57.5
125363,88.4
125364,26031.3
125365,31200.7
125366,-35.6
125367,607.1
125368,289.3
125369,35.9
125370,306.4
125371,82.9
125372,-9.4
125373,24942.9
125374,-109.1
125375,132.2
125376,57.8
125377,14
125378,32013.4
125379,282.5
125380,-131.8
125381,601.2
125382,93
125383,38.8
125384,22324.2
125385,37.8
125386,-13.6
125387,36.4
125388,254.3
125389,27989.4
125390,256.6
125391,23.3
125392,23638.8
125393,-127.5
125394,128.2
125395,228.1
125396,130.6
125397,224.4
125398,-39.6
125399,67.9
125400,58.4
125401,24017.8
125402,87.9
125403,46.6
125404,95.7
125405,67.7
125406,618.6
125407,126.3
125408,-14.8
125409,28016.6
125410,118.9
125411,-11.5
125412,131.1
125413,28151.4
125414,32403
125415,77.5
125416,68
125417,50.3
125418,-49.6
125419,73
125420,23712.8
125421,396.5
125422,207
125423,23849.3
125424,72.2
125425,62.1
125426,191
125427,101.4
125428,25519.3
125429,418.4
125430,-42.5
125431,61.3
125432,43.7
125433,42
125434,233
125435,27011.1
125436,-12
125437,-53.9
125438,154.4
125439,41.7
125440,24538.6
125441,155.3
125442,26
125443,561.5
125444,17971.8
125445,-17.9
125446,28389
125447,458.1
125448,23454
125449,347
125450,131.4
125451,175
125452,26744
125453,1052.7
125454,19224.6
125455,158.7
125456,367.4
125457,13918.5
125458,64.4
125459,23
125460,56.9
125461,68.6
125462,116.9
125463,94
125464,-32.8
125465,26.5
125466,-32.9
125467,-38.8
125468,846.5
125469,57.7
125470,345.1
125471,109.1
125472,273.9
125473,104.5
125474,30345.5
125475,-37.1
125476,235.8
125477,-9
125478,601.5
125479,-69.2
125480,24.3
125481,29.6
125482,146.1
125483,122.6
125484,134.1
125485,-39.5
125486,25837.2
125487,21521.5
125488,52
125489,47.8
125490,21111.7
125491,-73.5
125492,766.3
125493,109.5
125494,108.7
125495,39.2
125496,43.1
125497,171.4
125498,21103.7
125499,230.3
125500,80.9
125501,-9.1
125502,24725.3
125503,-11.2
125504,-14.8
125505,62
125506,525.8
125507,-95
125508,69.7
125509,136.2
125510,-39.3
125511,377.1
125512,56.7
125513,156.7
125514,281
125515,-25.5
125516,266.4
125517,430.7
125518,-52.7
125519,103.2
125520,60.3
125521,10.8
125522,103
125523,31.9
125524,811.1
125525,501.4
125526,22762.6
125527,35.5
125528,21890.7
125529,-14
125530,168.2
125531,-78.7
125532,112.1
125533,351.8
125534,330.4
125535,9.2
125536,180.2
125537,64.4
125538,-6.3
125539,107.8
125540,68.4
125541,180.8
125542,287.9
125543,127.6
125544,-4.6
125545,75.6
125546,478.9
125547,23183.7
125548,96.1
125549,770.2
125550,125.5
125551,209
125552,-60.8
125553,18738.7
125554,24519.5
125555,721.6
125556,209
125557,280.3
125558,283.7
125559,42.7
125560,28.8
125561,56.5
125562,-134.8
125563,164.7
125564,24.7
125565,19179.6
125566,104.9
125567,21142.5
125568,280.8
125569,319.1
125570,642.4
125571,383.8
125572,205.1
125573,6
125574,195.9
125575,9.2
125576,21847.5
125577,-21.3
125578,106.2
125579,45.1
125580,28955.1
125581,29104.3
125582,901.9
125583,90.6
125584,31.8
125585,297.8
125586,292.7
125587,92.2
125588,11.3
125589,179.4
125590,72.6
125591,21796.7
125592,163.8
125593,-68.3
125594,282.8
125595,105.4
125596,-41.4
125597,17896.4
125598,59.5
125599,-23.3
125600,530.1
125601,331.4
125602,100.6
125603,58.3
125604,96.5
125605,207.8
125606,-26.6
125607,25402.7
125608,182.4
125609,51.9
125610,-46.3
125611,134.8
125612,655.6
125613,175.1
125614,205.9
125615,114.9
125616,26.5
125617,238.3
125618,21
125619,29914.9
125620,-99.3
125621,241.4
125622,-43.7
125623,-69
125624,83.8
125625,14
125626,42.4
125627,1103.5
125628,16791.9
125629,106.7
125630,11.9
125631,83.3
125632,-28.2
125633,109.7
125634,23997.1
125635,28861.2
125636,280.3
125637,1016.2
125638,28309.1
125639,-48.9
125640,74
125641,356.7
125642,1057.2
125643,24189.8
125644,63.1
125645,226.7
125646,-8.9
125647,273.4
125648,390
125649,82.4
125650,64.4
125651,377
125652,72.1
125653,101.1
125654,21.7
125655,351.5
125656,-27.3
125657,22977.7
125658,255.4
125659,24522.5
125660,-70
125661,170.4
125662,452.4
125663,10.5
125664,392.1
125665,-7.4
125666,12.1
125667,38.4
125668,137.5
125669,121.7
125670,-3.6
125671,-66.7
125672,42.1
125673,-97.1
125674,-26
125675,145.3
125676,783.3
125677,181.1
125678,66.8
125679,0
125680,-110.3
125681,121.9
125682,104.9
125683,149.1
125684,354.7
125685,29.8
125686,39.2
125687,61.1
125688,359.7
125689,273
125690,403.6
125691,28911.4
125692,23015.6
125693,156.6
125694,79.1
125695,135.9
125696,18.7
125697,-38.3
125698,35.6
125699,655.8
125700,550.3
125701,14585.8
125702,103
125703,72.2
125704,107.8
125705,-39
125706,-6.5
125707,20300.1
125708,53.4
125709,178.4
125710,32613
125711,26992.7
125712,-49.2
125713,365.7
125714,141.8
125715,120.3
125716,337.4
125717,-49.4
125718,28.9
125719,59.1
125720,340.8
125721,21006.9
125722,79.6
125723,142.9
125724,188.2
125725,26214.6
125726,368.4
125727,308.3
125728,23466.6
125729,26034.1
125730,-78.9
125731,422.6
125732,27268.7
125733,220.7
125734,-26.3
125735,29.1
125736,41.3
125737,76.6
125738,-42.1
125739,29884.9
125740,131.5
125741,291.3
125742,102.8
125743,133.9
125744,95.7
125745,131.5
125746,20645.9
125747,46.1
125748,-0.4
125749,30224.3
125750,180.1
125751,183.4
125752,301.7
125753,47.9
125754,178
125755,-26.9
125756,-52.9
125757,149.5
125758,173.8
125759,161.4
125760,79.1
125761,-3.4
125762,36
125763,198.6
125764,31.9
125765,184.3
125766,-11.8
125767,305.9
125768,149.6
125769,-134.1
125770,63.4
125771,-86.3
125772,30.8
125773,185
125774,531.4
125775,-10.9
125776,-67.1
125777,15.5
125778,284.5
125779,224.6
125780,21339.5
125781,31.2
125782,-5.8
125783,-5.5
125784,6.4
125785,24095.7
125786,372
125787,102.3
125788,59.9
125789,-28.2
125790,-5.4
125791,89.1
125792,-70.6
125793,26152.7
125794,4.9
125795,23241.1
125796,34.1
125797,61.6
125798,17.1
125799,68.2
125800,-14
125801,-81
125802,-41.2
125803,16.6
125804,14.3
125805,-45.8
125806,-65.9
125807,22743.3
125808,43
125809,95
125810,48.4
125811,199.2
125812,-38.6
125813,208.3
125814,109
125815,84.5
125816,360.8
125817,123.9
125818,91.6
125819,87
125820,241.5
125821,26160.1
125822,-74.9
125823,63.4
125824,22477.1
125825,-44.2
125826,488.5
125827,329.7
125828,109.3
125829,75.2
125830,-52.6
125831,-14.9
125832,113.9
125833,236.1
125834,-45
125835,-4.2
125836,-25.3
125837,-41.3
125838,477.2
125839,34289.3
125840,25037.5
125841,-14.3
125842,27451.3
125843,25857.5
125844,150.1
125845,80
125846,490.1
125847,35435.6
125848,534.7
125849,76.5
125850,-42.6
125851,124
125852,59.7
125853,45.1
125854,22273
125855,127.3
125856,0.4
125857,18119.3
125858,26127.7
125859,31.1
125860,-20.9
125861,-14.3
125862,-71.5
125863,11.7
125864,124.5
125865,56.9
125866,-25.6
125867,78.5
125868,79.6
125869,24616.6
125870,151.8
125871,45.6
125872,20006.9
125873,101.5
125874,305.3
125875,-14.9
125876,18
125877,31423.9
125878,279.5
125879,132.5
125880,-74.8
125881,274.1
125882,109.9
125883,289.4
125884,110.1
125885,200.1
125886,-88.7
125887,143.4
125888,-26.4
125889,28
125890,277.5
125891,223.8
125892,29953.2
125893,12.4
125894,232.9
125895,16813.2
125896,-0.4
125897,56.8
125898,11957.4
125899,418.5
125900,519
125901,90.6
125902,28632.1
125903,28.1
125904,122
125905,38.9
125906,145.7
125907,360
125908,253.3
125909,15.7
125910,-109.5
125911,110.7
125912,146.1
125913,44.6
125914,10.1
125915,54.4
125916,143.8
125917,24410.8
125918,364.4
125919,-14.8
125920,48.7
125921,36.4
125922,299.9
125923,82.8
125924,334.5
125925,95.7
125926,-4.4
125927,122.7
125928,28806.8
125929,-72.6
125930,143.6
125931,-30.8
125932,31695.1
125933,63.3
125934,-14.6
125935,270.9
125936,19309.3
125937,813.2
125938,35679.7
125939,145.8
125940,49.5
125941,-14.2
125942,143.7
125943,-1.2
125944,27.3
125945,132.7
125946,-106.3
125947,89.6
125948,-1.6
125949,287.3
125950,133.6
125951,77.9
125952,27.5
125953,-15.8
125954,-95
125955,-55.8
125956,81.7
125957,104.5
125958,-10
125959,138.1
125960,19015.3
125961,105.6
125962,178.7
125963,48.5
125964,88.5
125965,141.7
125966,32551.8
125967,12.4
125968,606.3
125969,-69.4
125970,92.1
125971,385
125972,-33.9
125973,146.5
125974,449.3
125975,159.4
125976,519.4
125977,77.8
125978,389.5
125979,359.5
125980,-14.6
125981,104
125982,36.5
125983,46.1
125984,25087.4
125985,335.4
125986,-83.6
125987,0.6
125988,23653.5
125989,456
125990,-20.5
125991,-52
125992,254.9
125993,87.5
125994,71.8
125995,253.7
125996,424.5
125997,-121
125998,108.1
125999,20387.2
126000,63.7
126001,51.2
126002,293.4
126003,-22.5
126004,-42.8
126005,116.2
126006,-95.5
126007,28.2
126008,47.5
126009,14.4
126010,11.7
126011,-42.5
126012,66.9
126013,79.5
126014,4.7
126015,110.4
126016,349.4
126017,116.5
126018,280.4
126019,-3.8
126020,-1.3
126021,105.5
126022,194.4
126023,9.6
126024,-93.5
126025,137.8
126026,-25.9
126027,177.4
126028,66.8
126029,22964.9
126030,-2
126031,409.5
126032,161
126033,25933.3
126034,196.1
126035,69.5
126036,526.1
126037,-9.7
126038,606.5
126039,22485
126040,155.9
126041,362.6
126042,566
126043,37.5
126044,166.7
126045,-78.6
126046,60.2
126047,81.4
126048,-13.8
126049,-96.3
126050,-69.6
126051,309.7
126052,200.6
126053,64.2
126054,434
126055,26634.2
126056,405.7
126057,142.8
126058,71.8
126059,3.7
126060,1278.7
126061,45
126062,-0.5
126063,26277.2
126064,38.7
126065,8.3
126066,20.3
126067,8.9
126068,36.1
126069,58.8
126070,214.6
126071,-55.3
126072,489.6
126073,90.4
126074,80.2
